Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701CW11138,Slight,2019-11-05,51.500112,Darkness - Lights Lit,Westminster,-0.153705,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701CW11139,Slight,2019-10-15,51.510061,Daylight,Westminster,-0.134568,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Other Vehicle
200701CW11140,Serious,2019-10-23,51.513952,Daylight,Westminster,-0.153145,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701CW11141,Slight,2019-10-31,51.512989,Darkness - Lights Lit,Westminster,-0.137763,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11142,Slight,2019-11-08,51.516388,Darkness - Lights Lit,Westminster,-0.142237,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11143,Slight,2019-11-06,51.507875,Daylight,Westminster,-0.127164,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11144,Slight,2019-11-05,51.524812,Darkness - Lights Lit,Westminster,-0.163229,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11145,Slight,2019-11-05,51.52212,Daylight,Westminster,-0.15786,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701CW11146,Slight,2019-11-06,51.531404,Daylight,Westminster,-0.17075,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11147,Slight,2019-10-29,51.527589,Daylight,Westminster,-0.162541,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11148,Slight,2019-11-03,51.511075,Darkness - Lights Lit,Westminster,-0.11925,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701CW11149,Slight,2019-11-03,51.510502,Darkness - Lights Lit,Westminster,-0.128353,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11150,Slight,2019-11-04,51.521806,Darkness - Lights Lit,Westminster,-0.201406,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11151,Serious,2019-11-05,51.511135,Daylight,Westminster,-0.128615,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701CW11152,Slight,2019-10-21,51.508054,Darkness - Lights Lit,Westminster,-0.127156,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11153,Slight,2019-11-07,51.511301,Daylight,Westminster,-0.133364,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11156,Slight,2019-10-26,51.513954,Daylight,Westminster,-0.153289,2.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11157,Slight,2019-10-27,51.514559,Darkness - Lights Lit,Westminster,-0.151679,1.0,1.0,Wet,One Way Street,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701CW11158,Slight,2019-11-06,51.496837,Daylight,Westminster,-0.128625,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11160,Slight,2019-11-01,51.492762,Darkness - Lights Lit,Westminster,-0.138155,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11161,Slight,2019-11-09,51.511446,Darkness - Lights Lit,Westminster,-0.148203,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Motorcycle
200701CW11162,Slight,2019-11-05,51.496851,Darkness - Lights Lit,Westminster,-0.129489,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11163,Serious,2019-10-31,51.515132,Darkness - Lights Lit,Westminster,-0.142432,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701CW11165,Slight,2019-11-09,51.517964,Daylight,Westminster,-0.139578,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11166,Slight,2019-11-13,51.495189,Daylight,Westminster,-0.149438,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11168,Slight,2019-11-06,51.512537,Daylight,Westminster,-0.143258,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701CW11169,Slight,2019-11-08,51.509958,Daylight,Westminster,-0.156477,3.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11171,Slight,2019-11-09,51.512948,Daylight,Westminster,-0.140791,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11173,Slight,2019-11-03,51.518045,Darkness - Lights Lit,Westminster,-0.167538,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701CW11174,Slight,2019-11-07,51.51417,Daylight,Westminster,-0.149822,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11175,Slight,2019-11-12,51.491642,Darkness - Lights Lit,Westminster,-0.141226,1.0,3.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701CW11178,Serious,2019-11-08,51.527692,Darkness - Lights Lit,Westminster,-0.180702,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11179,Slight,2019-11-09,51.523724,Daylight,Westminster,-0.197438,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Motorcycle
200701CW11180,Slight,2019-11-10,51.493878,Daylight,Westminster,-0.146177,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11181,Slight,2019-11-05,51.530096,Darkness - Lights Lit,Westminster,-0.16763,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Motorcycle
200701CW11183,Slight,2019-11-07,51.514019,Daylight,Westminster,-0.151701,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11184,Slight,2019-11-09,51.505286,Daylight,Westminster,-0.151046,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701CW11185,Serious,2019-11-11,51.509128,Darkness - Lights Lit,Westminster,-0.132444,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701CW11187,Serious,2019-11-08,51.514807,Daylight,Westminster,-0.144607,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11188,Slight,2019-11-14,51.532844,Daylight,Brent,-0.205729,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11190,Slight,2019-11-08,51.52393,Daylight,Westminster,-0.152886,1.0,2.0,Dry,Single Carriageway,Urban,Fine & High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11192,Slight,2019-06-21,51.514513,Daylight,Westminster,-0.17748,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11193,Slight,2019-11-09,51.531404,Daylight,Westminster,-0.17075,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701CW11194,Slight,2019-11-17,51.507073,Darkness - Lights Lit,Westminster,-0.122009,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Other Vehicle
200701CW11195,Slight,2019-11-18,51.490879,Darkness - Lights Lit,Westminster,-0.144138,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11196,Slight,2019-11-17,51.501832,Darkness - Lights Lit,Westminster,-0.160119,1.0,2.0,Wet,Dual Carriageway,Urban,Fine No High Winds,Car
200701CW11198,Slight,2019-11-16,51.513265,Darkness - Lights Lit,Westminster,-0.143805,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701CW11199,Slight,2019-11-15,51.507361,Darkness - Lights Lit,Westminster,-0.12877,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11200,Slight,2019-11-16,51.50752,Darkness - Lights Lit,Westminster,-0.127466,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701CW11201,Slight,2019-11-04,51.518595,Darkness - Lights Lit,Westminster,-0.168236,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11203,Slight,2019-11-13,51.50089,Darkness - Lights Lit,Westminster,-0.123416,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11205,Slight,2019-11-09,51.515845,Darkness - Lights Lit,Westminster,-0.136349,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11206,Slight,2019-11-14,51.502374,Daylight,Westminster,-0.148859,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11207,Slight,2019-10-17,51.526195,Daylight,Westminster,-0.206135,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701CW11208,Slight,2019-11-01,51.521753,Daylight,Westminster,-0.157442,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11209,Slight,2019-11-05,51.495546,Darkness - Lights Lit,Westminster,-0.137898,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11212,Slight,2019-11-11,51.51087,Daylight,Westminster,-0.180364,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701CW11213,Serious,2019-11-15,51.507731,Darkness - Lights Lit,Westminster,-0.140716,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11214,Slight,2019-11-08,51.496419,Darkness - Lights Lit,Westminster,-0.141896,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11215,Slight,2019-11-18,51.527966,Darkness - Lights Lit,Westminster,-0.18098,2.0,4.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701CW11216,Slight,2019-11-18,51.522144,Darkness - Lights Lit,Westminster,-0.142291,2.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701CW11217,Serious,2019-11-20,51.526719,Daylight,Westminster,-0.175983,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Minibus (8 - 16 Passenger Seats)
200701CW11218,Slight,2019-11-17,51.526019,Darkness - Lights Lit,Westminster,-0.171398,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11220,Slight,2019-10-26,51.512499,Daylight,Westminster,-0.15796,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11222,Slight,2019-11-16,51.515659,Darkness - Lights Lit,Camden,-0.130304,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11223,Serious,2019-11-05,51.503461,Daylight,Westminster,-0.149391,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701CW11224,Slight,2019-11-21,51.51458,Daylight,Westminster,-0.158741,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Other Vehicle
200701CW11225,Slight,2019-11-22,51.490537,Daylight,Westminster,-0.145305,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11226,Slight,2019-01-20,51.492553,Daylight,Westminster,-0.147672,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11227,Slight,2019-11-20,51.492075,Darkness - Lights Lit,Westminster,-0.1402,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701CW11228,Slight,2019-11-12,51.513943,Daylight,Westminster,-0.152569,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11229,Slight,2019-11-22,51.490069,Darkness - Lights Lit,Westminster,-0.132791,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701CW11231,Slight,2019-11-08,51.513669,Daylight,Westminster,-0.140906,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11235,Slight,2019-11-24,51.500087,Daylight,Westminster,-0.140739,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701CW11237,Slight,2019-11-13,51.506694,Daylight,Westminster,-0.172028,1.0,1.0,Wet,Single Carriageway,Urban,Other,Taxi/Private Hire Car
200701CW11238,Slight,2019-11-21,51.505482,Darkness - Lights Lit,Westminster,-0.152047,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701CW11242,Serious,2019-11-13,51.494533,Darkness - Lights Lit,Westminster,-0.125118,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Taxi/Private Hire Car
200701CW11243,Slight,2019-11-20,51.526852,Darkness - Lights Lit,Westminster,-0.172951,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701CW11244,Slight,2019-11-24,51.522736,Darkness - Lights Lit,Westminster,-0.174269,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11245,Serious,2019-11-10,51.522368,Daylight,Westminster,-0.173707,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11247,Slight,2019-11-16,51.529138,Daylight,Westminster,-0.198666,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11248,Serious,2019-11-17,51.513633,Daylight,Westminster,-0.155752,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701CW11249,Slight,2019-11-18,51.516115,Darkness - Lights Lit,Westminster,-0.164877,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701CW11251,Slight,2019-11-24,51.518537,Daylight,Westminster,-0.170257,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11252,Slight,2019-11-25,51.527623,Daylight,Westminster,-0.211268,2.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11253,Slight,2019-11-24,51.50672,Daylight,Westminster,-0.128076,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11254,Slight,2019-11-19,51.51054,Daylight,Westminster,-0.18225,1.0,2.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701CW11258,Slight,2019-11-12,51.490509,Darkness - Lights Lit,Westminster,-0.126579,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701CW11259,Serious,2019-11-16,51.51122,Darkness - Lights Lit,Westminster,-0.128324,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11260,Slight,2019-11-24,51.505817,Darkness - Lights Lit,Westminster,-0.144828,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11261,Slight,2019-11-25,51.523369,Daylight,Westminster,-0.19774,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11262,Slight,2019-11-26,51.514571,Darkness - Lights Lit,Westminster,-0.146779,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11264,Serious,2019-07-07,51.494738,Daylight,Westminster,-0.155075,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11265,Slight,2019-11-19,51.508916,Darkness - Lights Lit,Westminster,-0.124815,1.0,1.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701CW11266,Slight,2019-07-21,51.510169,Daylight,Westminster,-0.187309,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701CW11267,Slight,2019-11-26,51.499907,Darkness - Lights Lit,Westminster,-0.169274,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11268,Slight,2019-10-11,51.503992,Daylight,Westminster,-0.12617,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11269,Slight,2019-10-26,51.516468,Daylight,Westminster,-0.170195,1.0,2.0,Wet,Single Carriageway,Urban,Other,Car
200701CW11271,Slight,2019-11-09,51.532107,Daylight,Brent,-0.192926,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701CW11272,Serious,2019-10-19,51.507163,Darkness - Lights Lit,Westminster,-0.122005,2.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11273,Slight,2019-11-19,51.5009,Darkness - Lights Lit,Westminster,-0.123992,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11274,Slight,2019-11-24,51.50716,Darkness - Lights Lit,Westminster,-0.127481,4.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11275,Slight,2019-11-29,51.502522,Daylight,Westminster,-0.129833,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11276,Slight,2019-09-30,51.50261,Daylight,Westminster,-0.152451,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11277,Slight,2019-11-03,51.502132,Daylight,Westminster,-0.150597,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11278,Serious,2019-11-29,51.516112,Darkness - Lights Lit,Westminster,-0.182028,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11280,Slight,2019-11-07,51.515218,Darkness - Lights Lit,Westminster,-0.176587,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11281,Slight,2019-11-14,51.519056,Daylight,Westminster,-0.168938,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701CW11282,Serious,2019-11-16,51.51505,Darkness - Lights Lit,Westminster,-0.165784,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11284,Slight,2019-11-18,51.506644,Daylight,Westminster,-0.123323,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11285,Serious,2019-11-20,51.507047,Darkness - Lights Lit,Westminster,-0.126045,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11286,Slight,2019-11-23,51.520622,Daylight,Westminster,-0.16556,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11287,Slight,2019-11-24,51.506686,Darkness - Lights Lit,Westminster,-0.14292,1.0,2.0,Wet,Single Carriageway,Urban,Other,Motorcycle
200701CW11288,Slight,2019-11-28,51.513757,Daylight,Westminster,-0.129517,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11290,Slight,2019-11-30,51.509621,Darkness - Lights Lit,Westminster,-0.135162,1.0,2.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701CW11291,Slight,2019-12-01,51.514,Darkness - Lights Lit,Westminster,-0.144784,1.0,2.0,Wet,Single Carriageway,Urban,Other,Bus Or Coach (17 Or More Pass Seats)
200701CW11294,Slight,2019-12-05,51.500166,Darkness - Lights Lit,Westminster,-0.140015,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11295,Serious,2019-11-27,51.494357,Darkness - Lights Lit,Westminster,-0.13665,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701CW11296,Slight,2019-11-22,51.513162,Daylight,Westminster,-0.160095,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11297,Slight,2019-12-01,51.519954,Darkness - Lights Lit,Westminster,-0.180434,2.0,2.0,Dry,Dual Carriageway,Urban,Fine & High Winds,Heavy Goods Vehicle (Hgv)
200701CW11298,Slight,2019-11-25,51.518947,Daylight,Westminster,-0.196762,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11299,Slight,2019-11-27,51.492021,Daylight,Westminster,-0.148126,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701CW11300,Slight,2019-11-29,51.515309,Darkness - Lights Lit,Westminster,-0.142281,1.0,1.0,Wet,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11301,Slight,2019-11-29,51.51395,Darkness - Lights Lit,Westminster,-0.153001,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11302,Slight,2019-12-03,51.53452,Darkness - Lights Lit,Westminster,-0.180286,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11303,Slight,2019-12-03,51.515919,Darkness - Lights Lit,Westminster,-0.135338,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11304,Slight,2019-11-27,51.51957,Darkness - Lights Lit,Westminster,-0.167332,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11305,Slight,2019-11-10,51.527875,Daylight,Westminster,-0.216016,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11307,Slight,2019-12-03,51.524235,Daylight,Westminster,-0.201454,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701CW11308,Serious,2019-11-24,51.513058,Daylight,Westminster,-0.15347,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701CW11309,Slight,2019-12-03,51.510749,Daylight,Westminster,-0.143907,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701CW11310,Slight,2019-12-06,51.507462,Darkness - Lights Lit,Westminster,-0.129486,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701CW11311,Slight,2019-12-06,51.515202,Daylight,Westminster,-0.135511,1.0,2.0,Wet,One Way Street,Urban,Raining & High Winds,Motorcycle
200701CW11312,Slight,2019-12-07,51.521787,Darkness - Lights Lit,Westminster,-0.159603,1.0,3.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701CW11313,Slight,2019-12-01,51.513925,Daylight,Westminster,-0.151417,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701CW11314,Serious,2019-12-06,51.532076,Darkness - Lights Lit,Westminster,-0.202587,1.0,1.0,Wet,Single Carriageway,Urban,Raining & High Winds,Motorcycle
200701CW11315,Serious,2019-12-04,51.509476,Darkness - Lights Lit,Westminster,-0.13171,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701CW11317,Slight,2019-12-01,51.506536,Darkness - Lights Lit,Westminster,-0.122175,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701CW11320,Serious,2019-12-03,51.512241,Daylight,Westminster,-0.175985,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
